EPIC,Campaign,Teff,log g,Prot,ΔProt,hpeak,Rvar,Kp,MG,N_EVEREST,N_TESS_SPOC,Period_TESS,Amplitude_TESS,Period_K2,Amplitude_K2,Sector,Ratio,T_nearest,T_spot
212100734,16,3508,5.04,6.7,0.4,0.66,0.97,16.42,8.38,2.0,0.0,0.0,0.0,6.631837882987985,0.0348049369795523,,0.0,3500,0.0
212105128,16,4698,4.65,1.88,0.22,0.33,7.42,12.02,6.42,3.0,0.0,0.0,0.0,1.8391646337693133,0.0464738010276462,,0.0,4700,0.0
212106321,16,5093,4.58,3.3,0.26,0.61,3.59,14.26,,1.0,0.0,0.0,0.0,3.239811043760997,0.0433251356781705,,0.0,5100,0.0
212108335,16,3908,4.84,2.59,0.24,0.84,8.0,14.79,,2.0,0.0,0.0,0.0,2.572755187626896,0.0381216496845058,,0.0,3900,0.0
212109233,16,6138,4.26,2.01,0.22,0.39,1.18,12.62,3.83,1.0,0.0,0.0,0.0,2.021451498429467,0.0223565065617029,,0.0,6100,0.0
212113958,16,5218,4.53,9.64,0.57,0.55,1.2,13.66,5.61,1.0,0.0,0.0,0.0,9.754767550187108,0.0201606716217205,,0.0,5200,0.0
212119062,16,5710,4.44,4.81,0.32,0.77,2.38,12.46,,3.0,0.0,0.0,0.0,4.832745563001154,0.0328171778094994,,0.0,5700,0.0
212122512,16,5336,4.54,5.12,0.33,0.51,2.62,14.35,3.94,2.0,0.0,0.0,0.0,5.6332236978161925,0.040564879076872,,0.0,5300,0.0
212127859,16,3559,5.04,9.56,0.57,0.41,2.29,16.49,10.08,1.0,0.0,0.0,0.0,9.75476666002956,0.0533625363438607,,0.0,3600,0.0
212157911,16,5651,4.47,8.11,0.47,0.49,1.29,10.31,4.49,1.0,3.0,4.145738124156559,0.0090048193931578,8.154891190525472,0.0147746842251992,44.0,0.609476267370878,5700,1300.0
212160273,16,4901,4.6,9.53,0.56,0.87,1.57,12.47,6.14,1.0,2.0,6.3041278214340615,0.0065334290266036,9.521274864944044,0.0300302650282094,21.0,0.21756148407169637,4900,2100.0
212161918,16,5375,4.48,4.79,0.32,0.93,5.8,12.49,5.25,2.0,0.0,0.0,0.0,4.771115083336494,0.0337881386284594,,0.0,5400,0.0
212164176,16,5878,4.23,4.04,0.29,0.56,1.13,12.53,,3.0,0.0,0.0,0.0,4.184132800366344,0.0126577761100675,,0.0,5900,0.0
212166091,16,5288,4.56,5.71,0.35,0.59,3.03,14.82,5.66,2.0,0.0,0.0,0.0,2.890843408660863,0.0291157715047276,,0.0,5300,0.0
212168574,16,5517,4.51,6.26,0.38,0.71,2.11,14.61,3.67,2.0,0.0,0.0,0.0,6.404760413902894,0.0263475779045254,,0.0,5500,0.0
212169147,16,3502,5.09,2.99,0.25,0.52,1.6,17.35,,1.0,0.0,0.0,0.0,2.9734131823511505,0.0488009490195729,,0.0,3500,0.0
212175096,16,4500,4.69,1.99,0.22,0.43,9.23,14.09,,1.0,1.0,2.0184668423679324,0.0408993333578109,2.011229493803385,0.101186361786818,21.0,0.40419808199032453,4500,2600.0
212178066,16,6141,4.3,8.65,0.51,0.32,0.29,6.79,3.84,2.0,4.0,9.241437611141428,0.0025381207466125,8.325572827929623,0.0048754024359702,45.0,0.5205971773502256,6100,900.0
212180665,16,3850,5.02,8.01,0.47,0.86,2.02,14.62,9.59,1.0,0.0,0.0,0.0,7.991061768209665,0.0528222518697839,,0.0,3800,0.0
212180766,16,5202,4.57,6.5,0.39,0.64,2.87,11.86,5.51,1.0,2.0,6.304120790317358,0.0162365138530731,6.438838751180549,0.0307677531509968,21.0,0.5277120423252966,5200,1800.0
212189353,16,5154,4.57,2.53,0.24,0.4,1.02,15.49,5.93,1.0,0.0,0.0,0.0,2.521116778776064,0.0286839296111584,,0.0,5200,0.0
212191252,16,5723,4.41,2.13,0.23,0.58,0.7,12.92,,1.0,0.0,0.0,0.0,2.118334234298991,0.0242839858167126,,0.0,5700,0.0
212194007,16,5806,4.41,2.4,0.24,0.37,3.08,12.82,,1.0,5.0,1.1799591759863486,0.3309794664382934,1.177626813153979,0.3591199340031422,21.0,0.9216404746704967,5800,3800.0
212198117,16,5344,4.56,6.66,0.4,0.55,1.25,13.82,,1.0,0.0,0.0,0.0,6.767473234500583,0.0211902947575399,,0.0,5300,0.0
212209845,16,5219,4.54,5.07,0.33,0.84,5.56,15.16,5.41,1.0,0.0,0.0,0.0,5.0493500680413055,0.0593193557286839,,0.0,5200,0.0
212211585,16,3621,4.99,2.6,0.24,0.77,2.87,13.62,,1.0,6.0,2.547335691201916,0.0158268153667449,2.6036264015208146,0.036233061443032,21.0,0.43680590975258493,3600,3400.0
212224444,16,5591,4.47,6.82,0.4,0.36,1.08,10.44,,1.0,2.0,3.441903158110735,0.0052409470081329,6.884602473940497,0.0124227667429924,21.0,0.421882428975758,5600,1400.0
212225986,16,4373,4.71,2.33,0.23,0.63,6.99,13.67,5.63,1.0,1.0,1.1606761317083691,0.0663811683654784,2.3156423265803148,0.0864007071756929,21.0,0.7682942713708877,4400,3700.0
212231508,16,5460,4.5,6.52,0.39,0.53,1.76,11.71,5.2,1.0,2.0,6.6094510579826,0.0171415507793426,6.336268001524446,0.0194854332379487,21.0,0.8797110420905967,5500,3600.0
251283472,16,4005,4.81,1.62,0.21,0.88,8.32,15.32,8.01,1.0,0.0,0.0,0.0,1.611884199715342,0.1047811765941583,,0.0,4000,0.0
251284822,16,4736,4.65,8.71,0.51,0.68,2.44,14.15,5.83,1.0,0.0,0.0,0.0,8.689318273562881,0.0242133817455009,,0.0,4700,0.0
251287395,16,3495,5.01,1.31,0.21,0.68,2.24,15.54,10.89,1.0,2.0,0.6562894770757433,0.0476793140172958,1.3137595630021632,0.0328109827203623,45.0,1.4531510507823437,3500,4600.0
251289300,16,5414,4.49,5.51,0.34,0.65,1.78,9.99,4.1,1.0,0.0,0.0,0.0,5.391561545336664,0.0179767917491212,,0.0,5400,0.0
251292343,16,5987,4.37,9.83,0.59,0.32,0.55,12.84,4.6,1.0,0.0,0.0,0.0,9.754767934973026,0.0249960469133394,,0.0,6000,0.0
251304554,16,5324,4.48,9.51,0.56,0.83,2.11,11.44,,1.0,0.0,0.0,0.0,9.521275741519345,0.035721337788716,,0.0,5300,0.0
251309249,16,3496,5.14,3.41,0.27,0.62,1.7,17.23,,1.0,0.0,0.0,0.0,3.4062757136248654,0.0451149806223124,,0.0,3500,0.0
251315471,16,5603,4.44,6.68,0.4,0.76,0.73,11.58,5.28,1.0,0.0,0.0,0.0,6.654270657815622,0.0369769358093187,,0.0,5600,0.0
251327309,16,4056,4.77,6.53,0.39,0.92,6.3,11.96,8.42,1.0,3.0,6.323404378020783,0.0494902610778809,6.438843742263355,0.0645485098705861,44.0,0.7667142305392391,4100,3900.0
251327551,16,6036,4.24,3.09,0.26,0.31,1.37,12.62,4.06,1.0,0.0,0.0,0.0,3.041626860566338,0.0273887623490967,,0.0,6000,0.0
251327646,16,4987,4.59,7.89,0.46,0.63,0.58,14.79,4.52,1.0,0.0,0.0,0.0,7.99106816060018,0.0159251668210791,,0.0,5000,0.0
251330041,16,4594,4.66,8.57,0.5,0.67,3.57,14.22,6.51,1.0,0.0,0.0,0.0,8.689317697952916,0.052663602153117,,0.0,4600,0.0
251336141,16,5263,4.55,5.62,0.35,0.68,1.33,12.99,5.45,1.0,0.0,0.0,0.0,5.620088805399101,0.0222533874918875,,0.0,5300,0.0
251336933,16,5855,4.25,3.6,0.27,0.88,2.87,12.95,4.27,1.0,0.0,0.0,0.0,3.590767396254227,0.0482113384643831,,0.0,5900,0.0
251337200,16,4671,4.64,6.87,0.41,0.64,0.84,14.62,6.29,1.0,0.0,0.0,0.0,6.884609999959787,0.048275703635753,,0.0,4700,0.0
251338211,16,5124,4.58,2.51,0.24,0.49,4.97,13.02,,1.0,0.0,0.0,0.0,2.474079601259382,0.0572161292296664,,0.0,5100,0.0
251341460,16,5383,4.52,9.57,0.57,0.53,0.45,11.42,5.78,1.0,0.0,0.0,0.0,9.521275501938147,0.0152469719163232,,0.0,5400,0.0
251342040,16,4922,4.59,9.54,0.57,0.45,1.47,12.73,6.44,1.0,0.0,0.0,0.0,9.754767868787658,0.02544172105947,,0.0,4900,0.0
251345586,16,3292,5.14,3.36,0.26,0.39,0.78,14.29,10.79,1.0,0.0,0.0,0.0,3.348918908465385,0.0481056948878412,,0.0,3300,0.0
251346988,16,5758,4.39,2.79,0.25,0.63,3.71,12.98,2.87,1.0,0.0,0.0,0.0,2.8056375076974445,0.0459926813147506,,0.0,5800,0.0
251347679,16,3487,5.04,4.8,0.32,0.5,2.3,15.76,,1.0,0.0,0.0,0.0,4.86412447988837,0.0298494133009378,,0.0,3500,0.0
251350699,16,5231,4.55,8.02,0.47,0.35,1.69,15.16,4.47,1.0,0.0,0.0,0.0,8.50355987524125,0.0415068685090641,,0.0,5200,0.0
251352587,16,5592,4.49,7.91,0.46,0.41,1.58,15.71,5.88,1.0,0.0,0.0,0.0,7.5368375844214865,0.0378071885073442,,0.0,5600,0.0
251355914,16,4659,4.64,3.99,0.29,0.67,4.91,11.99,4.79,1.0,0.0,0.0,0.0,4.026990510640168,0.0507586197667944,,0.0,4700,0.0
251356953,16,5038,4.54,4.69,0.31,0.41,2.77,14.57,4.6,1.0,0.0,0.0,0.0,4.637299006533783,0.0333993327583754,,0.0,5000,0.0
251359176,16,3457,5.13,2.57,0.24,0.38,1.37,16.71,,1.0,0.0,0.0,0.0,2.56998730152902,0.080048676671972,,0.0,3500,0.0
251359834,16,3930,4.86,5.06,0.33,0.81,3.72,14.99,8.55,1.0,0.0,0.0,0.0,5.049358357101382,0.0622838013802792,,0.0,3900,0.0
251360499,16,4802,4.63,2.29,0.23,0.68,4.78,13.63,,1.0,0.0,0.0,0.0,2.2759008536682206,0.051326203301149,,0.0,4800,0.0
251361847,16,5959,4.26,7.14,0.42,0.4,0.56,12.85,,1.0,0.0,0.0,0.0,7.131468349482545,0.0132356812987559,,0.0,6000,0.0
251362255,16,5122,4.62,8.68,0.51,0.42,1.03,14.45,4.48,1.0,0.0,0.0,0.0,8.689317494347929,0.0227532256196516,,0.0,5100,0.0
251362492,16,4263,4.77,1.29,0.21,0.38,3.46,15.02,5.78,1.0,0.0,0.0,0.0,1.2840714932022692,0.0563267822055604,,0.0,4300,0.0
251373983,16,3857,4.89,3.06,0.26,0.71,2.32,15.41,,1.0,0.0,0.0,0.0,3.0888622808260413,0.0737054928712849,,0.0,3900,0.0
251374972,16,5157,4.57,7.83,0.46,0.77,1.92,14.94,5.77,1.0,0.0,0.0,0.0,7.833692055819581,0.0399129339234093,,0.0,5200,0.0
251376319,16,5954,4.23,8.73,0.51,0.65,1.42,12.68,4.58,1.0,2.0,10.0,0.0105236649513245,8.883371295788908,0.0222050068102791,21.0,0.47393207492523287,6000,1000.0
251379426,16,5016,4.58,9.42,0.56,0.62,1.22,13.87,5.83,1.0,1.0,10.0,0.0155559599399567,9.521274941581764,0.0245554083783553,21.0,0.6335044280374793,5000,2000.0
251395070,16,5428,4.5,8.08,0.47,0.76,2.22,12.88,4.96,1.0,2.0,3.828164320250563,0.0045394152402877,8.154891837298551,0.022915213277343,21.0,0.19809613750250207,5400,1600.0
251398066,16,3591,5.01,7.96,0.47,0.66,2.67,15.13,,1.0,0.0,0.0,0.0,7.991065147718191,0.0399482189113327,,0.0,3600,0.0
251400267,16,5980,4.36,6.81,0.4,0.72,1.85,11.47,3.57,1.0,2.0,3.3572471450813106,0.0065306723117828,6.884607216700535,0.0186838598239152,21.0,0.34953550140766887,6000,1000.0
251402283,16,5045,4.58,9.32,0.55,0.68,1.46,14.89,5.49,1.0,0.0,0.0,0.0,9.29869863648439,0.0304589813947608,,0.0,5000,0.0
251404967,16,5821,4.35,8.95,0.53,0.75,1.16,12.04,4.88,1.0,2.0,10.0,0.0036672353744506,9.086290920296811,0.013079471252132,21.0,0.2803810111095147,5800,1300.0
251407735,16,5010,4.57,9.6,0.57,0.59,2.83,15.23,5.3,1.0,0.0,0.0,0.0,9.754767192773649,0.0288793710635277,,0.0,5000,0.0
251409010,16,4574,4.65,8.06,0.47,0.72,2.44,12.76,,1.0,2.0,10.0,0.010045126080513,7.991062914873491,0.0258705651702244,21.0,0.3882839827586909,4600,2400.0
251411028,16,5309,4.49,9.65,0.57,0.76,1.68,13.57,5.29,1.0,1.0,10.0,0.0128335058689117,9.521274204693402,0.0237318386097862,21.0,0.5407716645949042,5300,1700.0
212396132,17,3943,4.88,1.9,0.22,0.41,3.02,16.59,,1.0,0.0,0.0,0.0,1.8889079124072576,0.0515698965765856,,0.0,3900,0.0
212419223,17,3571,5.03,4.76,0.31,0.4,2.37,16.69,,2.0,0.0,0.0,0.0,4.727624173947714,0.0327970020701269,,0.0,3600,0.0
212419553,17,3641,4.98,6.67,0.4,0.78,2.38,15.25,,2.0,0.0,0.0,0.0,6.636047120380178,0.0494113700426147,,0.0,3600,0.0
212421416,17,3656,4.96,6.75,0.4,0.86,1.82,15.34,,2.0,0.0,0.0,0.0,6.867051509497731,0.0153010783897625,,0.0,3700,0.0
212422380,17,5989,4.24,2.76,0.25,0.71,1.58,13.64,3.54,2.0,0.0,0.0,0.0,2.8703337568478577,0.0200868819190083,,0.0,6000,0.0
212423567,17,3979,4.86,1.7,0.22,0.42,2.34,16.86,,2.0,0.0,0.0,0.0,0.8513009448997317,0.0314970119984419,,0.0,4000,0.0
212424143,17,3767,4.94,6.67,0.4,0.88,2.09,12.01,9.5,2.0,0.0,0.0,0.0,6.636045838703986,0.050113113302037,,0.0,3800,0.0
212426904,17,3825,4.9,1.55,0.21,0.67,2.66,15.52,,2.0,0.0,0.0,0.0,1.5628139517862842,0.0343345274287211,,0.0,3800,0.0
212434037,17,6200,4.2,8.47,0.5,0.35,0.07,12.06,2.49,2.0,0.0,0.0,0.0,9.752804632507212,0.007773684006137,,0.0,6200,0.0
212441422,17,5207,4.61,6.05,0.37,0.51,0.8,12.21,3.9,2.0,2.0,5.1082954038388815,0.0130293905735014,6.121253567770518,0.0107460475351888,10.0,1.2124821271109782,5200,4600.0
212445660,17,5664,4.58,4.72,0.31,0.73,0.97,12.12,,2.0,0.0,0.0,0.0,4.784959207974775,0.0137742918629903,,0.0,5700,0.0
212446910,17,5265,4.53,6.24,0.38,0.88,3.04,11.75,5.58,2.0,0.0,0.0,0.0,6.317280835106075,0.0324760586210218,,0.0,5300,0.0
212453473,17,4773,4.61,5.85,0.36,0.65,3.13,13.96,5.11,2.0,0.0,0.0,0.0,5.599954580932831,0.0475059739771449,,0.0,4800,0.0
212456583,17,5889,4.32,5.97,0.36,0.77,1.9,13.43,3.92,2.0,0.0,0.0,0.0,2.912714406966538,0.0128328261803082,,0.0,5900,0.0
212463814,17,3675,4.99,1.44,0.21,0.5,3.95,17.3,,1.0,0.0,0.0,0.0,1.429838349991113,0.0758495768280151,,0.0,3700,0.0
212467772,17,4717,4.65,2.54,0.24,0.59,3.31,14.24,6.01,2.0,0.0,0.0,0.0,2.537978738472048,0.059479378043515,,0.0,4700,0.0
212469621,17,3440,5.08,4.03,0.29,0.69,2.22,15.81,,1.0,0.0,0.0,0.0,4.014459105940194,0.0544891590013936,,0.0,3400,0.0
212476423,17,3540,5.01,4.42,0.3,0.74,1.32,14.94,10.85,2.0,0.0,0.0,0.0,4.511391824179559,0.0124310206520528,,0.0,3500,0.0
212477591,17,3599,5.01,1.83,0.22,0.55,2.2,16.55,,2.0,0.0,0.0,0.0,1.8570544761525465,0.0347484564598795,,0.0,3600,0.0
212479483,17,5592,4.32,5.19,0.33,0.81,1.6,13.77,,2.0,0.0,0.0,0.0,5.160480006861111,0.0235219827723025,,0.0,5600,0.0
212487626,17,5189,4.55,7.37,0.43,0.83,2.3,14.3,,1.0,0.0,0.0,0.0,7.364644764391755,0.0284110459539919,,0.0,5200,0.0
212488889,17,5689,4.45,6.04,0.37,0.78,5.74,13.7,,2.0,0.0,0.0,0.0,6.420076081288423,0.0516961576560893,,0.0,5700,0.0
212492205,17,6090,4.37,7.96,0.47,0.5,0.41,11.91,4.36,2.0,0.0,0.0,0.0,8.493127627499403,0.006941387659906,,0.0,6100,0.0
212492381,17,3581,5.01,7.18,0.42,0.55,1.67,16.85,,1.0,0.0,0.0,0.0,7.206380080251205,0.0538192994532639,,0.0,3600,0.0
212492446,17,5513,4.53,7.16,0.42,0.53,1.52,11.15,5.25,2.0,0.0,0.0,0.0,7.245373485955694,0.0185581928747448,,0.0,5500,0.0
212496753,17,6104,4.28,3.1,0.26,0.6,1.22,12.84,,2.0,0.0,0.0,0.0,3.2219349946737235,0.0111069068285805,,0.0,6100,0.0
212497362,17,3638,4.99,2.54,0.24,0.49,2.08,16.57,,2.0,0.0,0.0,0.0,2.537976553921879,0.0594401265188064,,0.0,3600,0.0
212499440,17,5752,4.38,7.82,0.46,0.5,1.6,13.94,,1.0,0.0,0.0,0.0,7.884078829011097,0.0350513061707857,,0.0,5800,0.0
212500678,17,4748,4.62,8.74,0.51,0.33,0.73,12.06,6.34,2.0,0.0,0.0,0.0,9.293349812614808,0.0140856740306793,,0.0,4700,0.0
212504207,17,3681,4.96,3.78,0.28,0.55,1.59,15.21,,1.0,0.0,0.0,0.0,3.78774082212902,0.0294697591194442,,0.0,3700,0.0
212506822,17,6026,4.22,9.65,0.57,0.3,0.1,10.72,,1.0,0.0,0.0,0.0,9.178861592118809,0.0027798292479362,,0.0,6000,0.0
212507865,17,3858,4.88,5.99,0.37,0.86,3.81,14.74,,1.0,0.0,0.0,0.0,5.931698202467685,0.058240139391181,,0.0,3900,0.0
212509737,17,5551,4.5,2.35,0.23,0.74,0.77,12.0,,1.0,0.0,0.0,0.0,2.336344558276103,0.0122366579091657,,0.0,5600,0.0
212510521,17,3777,4.92,1.82,0.22,0.68,2.65,14.62,8.65,2.0,0.0,0.0,0.0,1.822735703368947,0.0573678050762621,,0.0,3800,0.0
212514499,17,5307,4.55,6.19,0.37,0.81,2.36,10.61,,1.0,0.0,0.0,0.0,6.264099371499572,0.0266435408568248,,0.0,5300,0.0
212520171,17,3634,4.99,4.44,0.3,0.52,3.85,17.26,,1.0,0.0,0.0,0.0,4.499204788916324,0.0574323646269967,,0.0,3600,0.0
212521543,17,3603,4.99,7.94,0.46,0.88,5.61,14.05,,1.0,0.0,0.0,0.0,7.88407536580819,0.1005190831779365,,0.0,3600,0.0
212523716,17,6084,4.22,5.49,0.34,0.69,1.75,11.34,4.14,2.0,0.0,0.0,0.0,5.160476161412951,0.0228808068698473,,0.0,6100,0.0
212526713,17,6190,4.27,3.98,0.29,0.44,1.21,12.65,,1.0,0.0,0.0,0.0,4.014453724281976,0.0258128485131571,,0.0,6200,0.0
212533866,17,5958,4.38,6.69,0.4,0.82,1.58,11.43,,2.0,0.0,0.0,0.0,6.867052279678289,0.0141844266323968,,0.0,6000,0.0
212534471,17,5082,4.62,8.69,0.51,0.54,1.28,13.15,4.11,2.0,0.0,0.0,0.0,4.511390813566986,0.0355213097797184,,0.0,5100,0.0
212537960,17,5596,4.46,9.28,0.55,0.36,0.98,11.93,5.15,2.0,0.0,0.0,0.0,9.293350213060398,0.0305436374233336,,0.0,5600,0.0
212541386,17,4557,4.7,4.16,0.29,0.65,3.16,14.23,,2.0,0.0,0.0,0.0,4.177049659363916,0.0451009550027663,,0.0,4600,0.0
212550912,17,5900,4.32,7.32,0.43,0.61,1.77,13.48,3.28,2.0,0.0,0.0,0.0,7.380919115663199,0.0256182962626065,,0.0,5900,0.0
212559459,17,3553,5.03,2.77,0.25,0.42,1.97,15.66,,2.0,0.0,0.0,0.0,9.752805014846388,0.1051039135884501,,0.0,3600,0.0
212567766,17,4817,4.63,8.37,0.49,0.86,5.38,13.18,,1.0,0.0,0.0,0.0,8.273084374142346,0.0597791032961663,,0.0,4800,0.0
212574490,17,5806,4.41,6.11,0.37,0.52,0.97,13.16,3.41,2.0,0.0,0.0,0.0,5.763569074258634,0.0231342662582758,,0.0,5800,0.0
212574903,17,4875,4.62,1.98,0.22,0.32,0.27,14.37,6.46,2.0,0.0,0.0,0.0,8.679978652133757,0.0068201710207498,,0.0,4900,0.0
212576083,17,3418,5.08,6.02,0.37,0.8,1.78,15.31,9.17,2.0,0.0,0.0,0.0,6.027732491560771,0.0584727666690231,,0.0,3400,0.0
212576493,17,4068,4.78,3.89,0.28,0.79,6.5,14.16,,2.0,0.0,0.0,0.0,3.850889180911151,0.086217122649772,,0.0,4100,0.0
212578164,17,6006,4.2,6.48,0.39,0.37,0.74,13.19,3.75,2.0,0.0,0.0,0.0,6.121257187270015,0.0284030068446514,,0.0,6000,0.0
212578360,17,5690,4.28,9.41,0.56,0.62,0.87,13.76,,1.0,0.0,0.0,0.0,9.43716867656952,0.010396235094515,,0.0,5700,0.0
212582152,17,3509,5.04,2.12,0.23,0.76,1.46,15.85,,2.0,0.0,0.0,0.0,2.116009866982252,0.0191099061981663,,0.0,3500,0.0
212582875,17,5596,4.5,9.95,0.59,0.6,1.49,11.2,5.07,2.0,0.0,0.0,0.0,4.563576038168442,0.0154590677952466,,0.0,5600,0.0
212588357,17,4148,4.78,1.41,0.21,0.38,3.47,12.21,5.85,2.0,0.0,0.0,0.0,1.4017859976260931,0.0190205425903627,,0.0,4100,0.0
212592503,17,4087,4.81,1.6,0.21,0.75,6.28,15.55,,1.0,0.0,0.0,0.0,1.5928291898564784,0.0682412539856615,,0.0,4100,0.0
212598811,17,3658,4.99,3.86,0.28,0.62,1.65,16.65,,1.0,0.0,0.0,0.0,3.831012599341657,0.0496845885277636,,0.0,3700,0.0
212603977,17,4505,4.81,3.92,0.28,0.79,5.24,14.41,6.22,2.0,0.0,0.0,0.0,3.888846076999848,0.1225494981706893,,0.0,4500,0.0
212605263,17,3602,5.01,2.35,0.23,0.48,4.62,15.11,8.61,2.0,0.0,0.0,0.0,2.3282921330760047,0.0313838187973237,,0.0,3600,0.0
212608845,17,4689,4.64,2.52,0.24,0.66,4.09,14.37,5.35,2.0,0.0,0.0,0.0,2.5379767916514737,0.0438015058277323,,0.0,4700,0.0
212610793,17,5656,4.49,7.27,0.43,0.89,2.87,12.25,5.43,2.0,0.0,0.0,0.0,3.53992381413689,0.0285752650362007,,0.0,5700,0.0
212613483,17,6094,4.34,8.84,0.52,0.37,0.11,11.25,4.15,2.0,0.0,0.0,0.0,6.636045969565682,0.0015326330054172,,0.0,6100,0.0
212613850,17,3773,4.92,2.85,0.25,0.77,2.59,15.01,,1.0,0.0,0.0,0.0,2.853172792625426,0.0578720634544857,,0.0,3800,0.0
212613986,17,5805,4.29,8.42,0.49,0.81,0.14,11.85,,2.0,0.0,0.0,0.0,8.679978606046552,0.0117904886196094,,0.0,5800,0.0
212616262,17,3810,4.92,3.66,0.27,0.5,1.45,15.69,,1.0,0.0,0.0,0.0,3.6635952253540593,0.0334824770963027,,0.0,3800,0.0
212619462,17,5966,4.23,5.5,0.34,0.32,0.51,12.03,,1.0,0.0,0.0,0.0,5.278169837774514,0.0297797913121929,,0.0,6000,0.0
212621610,17,3595,5.01,2.52,0.24,0.83,1.53,16.68,,2.0,0.0,0.0,0.0,2.5057386620257693,0.0636246645337973,,0.0,3600,0.0
212624645,17,3418,5.07,2.0,0.22,0.43,1.09,14.48,9.54,2.0,0.0,0.0,0.0,1.9981281493041168,0.044152798520803,,0.0,3400,0.0
212626689,17,5147,4.59,7.31,0.43,0.73,4.19,12.79,,1.0,0.0,0.0,0.0,7.206382761076859,0.0442600834004613,,0.0,5100,0.0
212628098,17,4442,4.69,4.03,0.29,0.61,6.33,13.26,,2.0,1.0,3.996132878685799,0.055991107225418,4.090434955945373,0.0792626385367389,46.0,0.7063997396385644,4400,3500.0
212628477,17,5039,4.59,2.75,0.25,0.36,5.15,12.53,,1.0,0.0,0.0,0.0,2.692796933574357,0.0488815856447347,,0.0,5000,0.0
212628986,17,4847,4.62,1.42,0.21,0.63,4.23,15.07,,1.0,0.0,0.0,0.0,1.4237667095296949,0.073581219007095,,0.0,4800,0.0
212632119,17,5296,4.54,9.26,0.55,0.83,0.79,13.14,,2.0,0.0,0.0,0.0,8.875236525413351,0.0159113195876088,,0.0,5300,0.0
212634594,17,4876,4.64,7.29,0.43,0.74,1.51,15.2,,1.0,0.0,0.0,0.0,7.054778926378292,0.0454030891750503,,0.0,4900,0.0
212634791,17,5325,4.54,3.21,0.26,0.69,6.83,12.24,4.42,2.0,0.0,0.0,0.0,3.17015672933955,0.0927753591113113,,0.0,5300,0.0
212643648,17,5213,4.5,6.63,0.4,0.72,3.94,14.03,5.02,2.0,0.0,0.0,0.0,6.636042819291529,0.0600387130071347,,0.0,5200,0.0
212644966,17,4121,4.98,3.58,0.27,0.84,2.07,12.75,,1.0,0.0,0.0,0.0,3.5852626925163325,0.0275597052356596,,0.0,4100,0.0
212650256,17,3563,5.01,3.63,0.27,0.34,1.29,16.37,,2.0,0.0,0.0,0.0,3.706194553084966,0.0125307214703247,,0.0,3600,0.0
212651213,17,5756,4.32,5.12,0.33,0.58,2.49,10.8,-2.22,2.0,0.0,0.0,0.0,5.09385497343174,0.0104569819479558,,0.0,5800,0.0
212651813,17,5436,4.3,7.18,0.42,0.71,1.98,13.66,5.52,2.0,0.0,0.0,0.0,6.867047323624264,0.0068218467797138,,0.0,5400,0.0
212652663,17,3759,4.91,3.38,0.27,0.63,2.03,14.82,,2.0,0.0,0.0,0.0,3.302849505223249,0.0406470117489344,,0.0,3800,0.0
212654948,17,4091,4.81,4.64,0.31,0.41,1.72,16.97,,2.0,0.0,0.0,0.0,4.563573219940049,0.0209370161940628,,0.0,4100,0.0
212655994,17,5385,4.52,5.5,0.34,0.68,2.55,13.98,,2.0,0.0,0.0,0.0,5.680587566822099,0.0328665007374069,,0.0,5400,0.0
212657240,17,5828,4.42,9.14,0.54,0.56,0.11,11.29,4.18,2.0,0.0,0.0,0.0,9.293349280666062,0.0056793607328469,,0.0,5800,0.0
212660656,17,5433,4.53,6.56,0.39,0.71,1.18,9.42,5.3,2.0,0.0,0.0,0.0,6.3172803475910495,0.0148467187264167,,0.0,5400,0.0
212661723,17,6021,4.27,5.61,0.35,0.88,0.85,13.21,,1.0,0.0,0.0,0.0,5.729017630807007,0.029123016866992,,0.0,6000,0.0
212665227,17,3474,5.06,4.04,0.29,0.71,2.33,16.86,,2.0,0.0,0.0,0.0,4.090436953026351,0.0509122971358455,,0.0,3500,0.0
212667462,17,5923,4.23,8.45,0.49,0.65,0.83,12.77,,2.0,0.0,0.0,0.0,7.977913827457002,0.0151708722382446,,0.0,5900,0.0
212670026,17,4240,4.73,1.48,0.21,0.7,7.67,17.34,,1.0,0.0,0.0,0.0,1.486896974089276,0.0834129173167002,,0.0,4200,0.0
212670310,17,3498,5.02,2.62,0.24,0.4,0.5,13.32,,1.0,1.0,2.6542014739281643,0.0131654679775238,2.650228631812011,0.0060063489503603,46.0,2.1919252588103544,3500,4600.0
212670737,17,5487,4.48,9.17,0.54,0.67,1.19,13.26,3.36,2.0,0.0,0.0,0.0,9.293349751143545,0.0195826614720917,,0.0,5500,0.0
212671322,17,5779,4.26,4.38,0.3,0.75,2.81,13.3,4.36,2.0,0.0,0.0,0.0,4.8437073703027975,0.0208305680887066,,0.0,5800,0.0
212672015,17,5992,4.33,7.83,0.46,0.53,1.18,13.78,4.5,2.0,0.0,0.0,0.0,3.7771567786390015,0.0089489462814791,,0.0,6000,0.0
212672087,17,5854,4.42,8.55,0.5,0.41,1.87,9.04,,1.0,1.0,8.082612675901085,0.0240075677633285,8.70246250626337,0.0205439924530026,46.0,1.1685930968992195,5900,4600.0
212672951,17,3935,4.88,4.34,0.3,0.9,2.95,16.49,,2.0,0.0,0.0,0.0,4.410524578791849,0.0579577200730448,,0.0,3900,0.0
