EPIC,Campaign,Teff,log g,Prot,ΔProt,hpeak,Rvar,Kp,MG,N_EVEREST,N_TESS_SPOC,Period_TESS,Amplitude_TESS,Period_K2,Amplitude_K2,Sector,Ratio,T_nearest,T_spot
205477029,2,6191,4.21,8.78,0.51,0.44,0.26,11.73,3.34,1.0,0.0,0.0,0.0,8.854705152553453,0.0043445503998391,,0.0,6200,0.0
205508677,2,3542,5.02,3.36,0.26,0.61,1.08,15.04,12.16,1.0,0.0,0.0,0.0,3.342378579044357,0.0109024619362624,,0.0,3500,0.0
205509152,2,3528,5.03,9.48,0.56,0.78,3.68,16.61,,1.0,0.0,0.0,0.0,9.509065245639784,0.0546586222004168,,0.0,3500,0.0
205639631,2,4010,4.81,3.13,0.26,0.61,3.05,13.85,9.52,1.0,0.0,0.0,0.0,3.130682374754877,0.031755270132479,,0.0,4000,0.0
205642723,2,4137,4.78,2.21,0.23,0.77,6.33,14.31,5.94,1.0,0.0,0.0,0.0,2.201159388226019,0.0677304833409797,,0.0,4100,0.0
205681316,2,5923,4.29,8.05,0.47,0.46,0.46,11.34,5.31,1.0,0.0,0.0,0.0,7.916800076226454,0.0075114983199326,,0.0,5900,0.0
205686256,2,3552,5.02,2.43,0.24,0.44,1.58,14.76,,1.0,0.0,0.0,0.0,2.4365103553597223,0.0272792496524399,,0.0,3600,0.0
205901365,3,5840,4.38,7.79,0.46,0.88,1.41,12.28,4.69,1.0,7.0,10.0,0.0054551512002944,7.756877114821917,0.0177103859634508,2.0,0.3080198936122725,5800,1300.0
205910644,3,3752,4.98,1.48,0.21,0.79,3.44,14.52,9.89,1.0,4.0,1.4757544330209065,0.0239662528038024,1.480461335888541,0.0425105067673139,2.0,0.5637724559479945,3800,3500.0
205911734,3,5635,4.47,5.99,0.37,0.51,1.47,13.25,4.98,1.0,2.0,5.333801414127306,0.0173345655202865,5.903084533456921,0.0155134861178867,28.0,1.1173868586700275,5600,4600.0
205914433,3,3589,5.01,6.19,0.37,0.42,1.58,14.71,11.3,1.0,4.0,5.776460349927867,0.0168962627649307,6.221711506431432,0.0323456352644941,2.0,0.5223660820623233,3600,3600.0
205919074,3,3945,4.89,4.95,0.32,0.48,2.29,13.24,7.37,1.0,7.0,4.769289739954072,0.049059972167015,4.89945539613472,0.0347345822405514,2.0,1.412424419768585,3900,4600.0
205924154,3,3791,4.88,2.6,0.24,0.6,2.17,14.67,,1.0,3.0,2.4075422677808564,0.0892387516664218,2.628098898587475,0.055243894333596,2.0,1.6153595386947979,3800,4600.0
205925778,3,5821,4.34,6.55,0.39,0.89,3.06,12.77,,1.0,5.0,6.614568768819042,0.0224001109600067,6.5766924486966944,0.0334010746722118,2.0,0.6706404263885134,5800,1300.0
205926843,3,5926,4.42,6.85,0.41,0.37,1.4,12.34,,1.0,0.0,0.0,0.0,6.974626635547399,0.0151196251284417,,0.0,5900,0.0
205928882,3,5549,4.47,7.08,0.42,0.84,4.0,12.77,,1.0,3.0,6.614566864762645,0.0143387734889983,6.974630185202166,0.0652989970637543,2.0,0.21958642756792604,5500,1500.0
205929651,3,5498,4.43,1.54,0.21,0.49,2.86,13.16,,1.0,4.0,1.5779115353198236,0.0278268158435821,1.546677482129126,0.032960663255371,2.0,0.8442432006900732,5500,3300.0
205930903,3,5531,4.47,4.36,0.3,0.87,3.79,12.99,3.74,1.0,1.0,6.432523882579071,0.042198634147644,4.345360406485288,0.0437664894570718,28.0,0.9641768090409529,5500,4300.0
205931564,3,5036,4.59,3.59,0.27,0.82,3.13,11.7,,1.0,0.0,0.0,0.0,3.61795604799806,0.0334650647069575,,0.0,5000,0.0
205931660,3,4005,4.86,9.45,0.56,0.9,4.08,11.36,,1.0,1.0,5.605687383433718,0.0065029144287109,9.45326281984277,0.0401163913682036,42.0,0.16210118126091308,4000,3000.0
205944272,3,3905,4.87,2.74,0.25,0.49,3.11,15.13,7.89,1.0,3.0,2.70034001850204,0.0557593731351819,2.7104993304098985,0.0631021308144119,2.0,0.8836369297761814,3900,4400.0
205945914,3,3484,5.06,9.68,0.57,0.37,2.81,15.13,9.53,1.0,1.0,0.0,0.0,9.718949153064946,0.0615927188208607,,0.0,3500,0.0
205952853,3,4327,4.74,1.82,0.22,0.42,7.43,15.49,,1.0,0.0,0.0,0.0,1.8435077921684937,0.1108714716395076,,0.0,4300,0.0
205957251,3,4201,4.75,2.74,0.25,0.61,5.53,16.36,,1.0,0.0,0.0,0.0,2.710495353644834,0.0829752804076311,,0.0,4200,0.0
205961029,3,4263,4.74,7.82,0.46,0.34,0.66,15.66,8.07,1.0,0.0,0.0,0.0,7.756874577769051,0.0187738403061711,,0.0,4300,0.0
205969680,3,3562,5.04,5.36,0.34,0.45,0.7,14.25,9.33,1.0,0.0,0.0,0.0,5.5257754298962585,0.0397249404959242,,0.0,3600,0.0
205973093,3,4290,4.74,7.39,0.43,0.59,1.61,16.21,3.74,1.0,0.0,0.0,0.0,7.586697290255806,0.0179573270545614,,0.0,4300,0.0
205973521,3,5169,4.64,7.88,0.46,0.64,1.29,12.91,5.88,1.0,7.0,4.941621717684167,0.0108891129493713,7.934867207875804,0.0232238145014684,2.0,0.46887702055503416,5200,1800.0
205975023,3,5324,4.51,6.77,0.4,0.52,2.65,12.46,3.85,1.0,6.0,3.204747326630477,0.0084939002990722,6.974631140290988,0.0494011297021051,2.0,0.171937369657161,5300,1700.0
205977569,3,3774,4.95,1.81,0.22,0.39,1.61,17.18,,1.0,0.0,0.0,0.0,1.7956472023386412,0.0187350824481488,,0.0,3800,0.0
205977745,3,5856,4.33,7.38,0.43,0.46,1.01,12.97,3.43,1.0,0.0,0.0,0.0,7.423824939856424,0.0146216060168929,,0.0,5900,0.0
205979007,3,4837,4.63,9.56,0.57,0.7,2.13,12.15,6.16,1.0,0.0,0.0,0.0,9.718948719800611,0.0232245960881375,,0.0,4800,0.0
205988645,3,3585,5.01,3.72,0.28,0.59,2.2,16.15,,1.0,0.0,0.0,0.0,3.775977068532185,0.0576900066548751,,0.0,3600,0.0
205990339,3,3864,4.91,3.85,0.28,0.84,4.86,16.77,,1.0,0.0,0.0,0.0,3.8176625868468994,0.0694570046828361,,0.0,3900,0.0
205993785,3,5285,4.55,3.66,0.27,0.43,3.73,11.94,,1.0,0.0,0.0,0.0,3.6179565672750416,0.0380025020681357,,0.0,5300,0.0
205995425,3,3556,5.02,5.04,0.33,0.7,1.37,14.76,11.59,1.0,0.0,0.0,0.0,5.042332616372105,0.0314523800388788,,0.0,3600,0.0
205996447,3,4141,4.77,1.58,0.21,0.58,1.85,15.26,5.61,1.0,0.0,0.0,0.0,0.399971279891889,0.0527264849810937,,0.0,4100,0.0
206000143,3,5940,4.26,6.97,0.41,0.4,0.71,12.87,4.99,1.0,5.0,6.950739387369516,0.0066470116376876,6.836742237491369,0.0255925667556575,2.0,0.2597243059341912,5900,1100.0
206002780,3,3885,4.86,8.48,0.5,0.45,2.85,15.01,6.01,1.0,0.0,0.0,0.0,8.121211321881441,0.0726309249352251,,0.0,3900,0.0
206003718,3,4024,4.83,2.13,0.23,0.64,4.2,15.5,,1.0,3.0,7.32439340109337,0.0843135955844222,2.140155056555543,0.0607924122484011,2.0,1.3869098538138651,4000,4600.0
206006746,3,5322,4.54,5.15,0.33,0.84,1.18,8.82,5.17,1.0,1.0,5.10699372487744,0.0063348412513732,5.116946847263173,0.0134289044474715,42.0,0.4717317988338188,5300,1700.0
206013288,3,3819,4.89,8.65,0.51,0.39,0.58,16.0,8.01,1.0,0.0,0.0,0.0,8.521461923641374,0.0067972508594119,,0.0,3800,0.0
206013660,3,6047,4.33,6.67,0.4,0.69,0.49,9.63,4.58,1.0,11.0,5.331219558907685,0.0023951321840285,6.704200675549125,0.0104805156512685,2.0,0.2285319027922645,6000,1000.0
206019504,3,3718,4.94,5.78,0.36,0.8,2.18,14.5,,1.0,0.0,0.0,0.0,5.708205473592672,0.0641561387072845,,0.0,3700,0.0
206024567,3,3585,5.01,6.08,0.37,0.58,1.6,14.77,9.66,1.0,0.0,0.0,0.0,6.111747314017159,0.022513070257666,,0.0,3600,0.0
206028147,3,4129,4.8,5.1,0.33,0.76,8.2,16.42,6.61,1.0,0.0,0.0,0.0,5.042340120484986,0.0930199015599062,,0.0,4100,0.0
206028744,3,5087,4.56,8.7,0.51,0.67,1.28,8.69,5.22,1.0,1.0,7.416204195350672,0.0104912281036377,8.736757826850182,0.013607770292993,42.0,0.7709733393309786,5100,3000.0
206029314,3,5585,4.46,7.98,0.47,0.81,3.83,13.43,2.06,1.0,7.0,5.326550747625486,0.0277866721153259,8.121220039745074,0.0455741943626226,2.0,0.6097018829172102,5600,1400.0
206030412,3,4004,4.82,6.26,0.38,0.6,2.33,14.79,,1.0,0.0,0.0,0.0,6.453948518441304,0.0351468665949354,,0.0,4000,0.0
206038237,3,5969,4.24,5.57,0.35,0.6,0.55,12.74,3.92,1.0,0.0,0.0,0.0,5.6155119023163405,0.0085233648717338,,0.0,6000,0.0
206056126,3,6026,4.39,7.12,0.42,0.59,0.57,10.11,4.15,1.0,1.0,3.428441272938113,0.0050358414649962,7.1181951959371,0.0126094129342034,42.0,0.39937160368000424,6000,1000.0
206059064,3,3971,4.82,6.77,0.4,0.57,1.26,12.45,7.32,1.0,1.0,6.962490924879478,0.021247062087059,6.836733154092549,0.0379523450238847,42.0,0.5598352901167899,4000,3300.0
206059251,3,3834,4.89,2.52,0.24,0.91,4.75,15.66,6.14,1.0,0.0,0.0,0.0,2.531886855628023,0.079040989410592,,0.0,3800,0.0
206059850,3,5524,4.52,9.43,0.56,0.54,1.38,9.96,4.95,1.0,1.0,5.605690834376859,0.0053366482257842,9.718948309287518,0.015626522635818,42.0,0.34151220653224,5500,1500.0
206060626,3,3673,4.98,2.13,0.23,0.6,3.14,15.39,,1.0,1.0,2.1060404339176904,0.1060311466455459,2.1269847438576632,0.0435375072404056,42.0,2.4353977378645646,3700,4600.0
206065061,3,5368,4.53,6.25,0.38,0.73,3.2,12.72,4.84,1.0,0.0,0.0,0.0,6.33570838746278,0.0454870472575797,,0.0,5400,0.0
206066977,3,3578,5.03,1.54,0.21,0.56,2.98,15.27,11.49,1.0,0.0,0.0,0.0,1.5261958131921776,0.0625338370959002,,0.0,3600,0.0
206067215,3,4323,4.73,5.01,0.32,0.85,8.54,13.64,6.16,1.0,0.0,0.0,0.0,4.969867518631251,0.0901648226022338,,0.0,4300,0.0
206069827,3,5705,4.46,2.76,0.25,0.48,7.26,12.98,3.94,1.0,0.0,0.0,0.0,2.7757627470516,0.0838698096730455,,0.0,5700,0.0
206071501,3,3962,4.88,2.19,0.23,0.54,1.45,15.62,,1.0,0.0,0.0,0.0,2.194473212332181,0.0257605328469899,,0.0,4000,0.0
206073832,3,5363,4.56,5.69,0.35,0.79,2.48,13.38,4.64,1.0,0.0,0.0,0.0,5.708205453157794,0.0479475134488966,,0.0,5400,0.0
206076253,3,6129,4.21,8.66,0.51,0.31,0.63,12.31,4.07,1.0,0.0,0.0,0.0,9.2017173016359,0.0121603833856392,,0.0,6100,0.0
206078488,3,3966,4.85,3.37,0.27,0.48,1.34,16.04,,1.0,0.0,0.0,0.0,3.4042659943649904,0.0686998503193356,,0.0,4000,0.0
206079668,3,6033,4.23,9.44,0.56,0.52,0.7,10.41,4.22,1.0,1.0,6.210763717874548,0.0042327344417572,9.718948224644269,0.008098243899094,42.0,0.5226731245067516,6000,1000.0
206088011,3,6060,4.27,9.32,0.55,0.5,0.59,14.32,4.15,1.0,0.0,0.0,0.0,9.20171613653872,0.0158312466409606,,0.0,6100,0.0
206093994,3,5919,4.28,6.13,0.37,0.64,1.99,14.09,3.78,1.0,0.0,0.0,0.0,6.221704758016134,0.0230092200890021,,0.0,5900,0.0
206094339,3,5915,4.32,9.39,0.55,0.85,0.79,11.75,,1.0,0.0,0.0,0.0,9.201717092076924,0.0137508351719773,,0.0,5900,0.0
206103442,3,5815,4.39,6.58,0.39,0.65,2.9,12.96,,1.0,0.0,0.0,0.0,6.7041882963476445,0.0334571939256185,,0.0,5800,0.0
206107884,3,4026,4.83,5.43,0.34,0.84,6.62,15.37,7.46,1.0,0.0,0.0,0.0,5.354647630909621,0.1036057805647439,,0.0,4000,0.0
206114071,3,5022,4.51,1.81,0.22,0.82,5.19,13.02,,1.0,0.0,0.0,0.0,1.824059119154708,0.0534472547335675,,0.0,5000,0.0
206115863,3,5665,4.34,9.49,0.56,0.6,0.11,12.98,3.72,1.0,0.0,0.0,0.0,9.718948781361174,0.013771878953584,,0.0,5700,0.0
206120831,3,6230,4.2,6.73,0.4,0.51,0.7,11.01,4.15,1.0,1.0,3.3287477564310617,0.0058137089014054,6.974630826791679,0.0099029264108566,42.0,0.5870697872733678,6200,800.0
206121958,3,4176,4.77,1.98,0.22,0.59,3.41,15.75,,1.0,0.0,0.0,0.0,1.9921949121682976,0.0913600926922633,,0.0,4200,0.0
206125880,3,6183,4.22,5.6,0.35,0.43,0.84,11.06,,1.0,0.0,0.0,0.0,5.708200227102092,0.013336304058395,,0.0,6200,0.0
206126013,3,4195,4.76,8.67,0.51,0.84,4.05,14.41,,1.0,0.0,0.0,0.0,8.73675638667978,0.0463664829094581,,0.0,4200,0.0
206127491,3,4126,4.78,1.54,0.21,0.43,1.75,15.02,6.01,1.0,0.0,0.0,0.0,1.5261954341701185,0.0267169878098445,,0.0,4100,0.0
206128121,3,6079,4.37,5.28,0.34,0.51,0.4,12.44,,1.0,0.0,0.0,0.0,5.43887666031705,0.0203078398029209,,0.0,6100,0.0
206129430,3,5918,4.27,4.23,0.29,0.76,2.52,12.82,3.27,1.0,0.0,0.0,0.0,4.187498251677187,0.0306207204633246,,0.0,5900,0.0
206135170,3,4302,4.73,2.59,0.24,0.72,7.12,16.17,6.16,1.0,1.0,1.2829315548152318,0.2182600736618043,2.6082716261880985,0.0760014781870862,42.0,2.8717872187239903,4300,4600.0
206135700,3,3763,4.94,4.45,0.3,0.67,1.46,15.33,9.62,1.0,0.0,0.0,0.0,4.457386306351012,0.0560865641957396,,0.0,3800,0.0
206140012,3,5356,4.5,9.24,0.54,0.88,1.85,11.96,4.27,1.0,0.0,0.0,0.0,9.201720578234944,0.0326314525079086,,0.0,5400,0.0
206141378,3,5189,4.59,7.92,0.46,0.59,2.55,12.87,4.96,1.0,0.0,0.0,0.0,8.12121935635885,0.0482501440860163,,0.0,5200,0.0
206145494,3,3938,4.93,2.21,0.23,0.32,0.39,15.53,,1.0,0.0,0.0,0.0,9.718948753649244,0.0442306826542917,,0.0,3900,0.0
206145844,3,3549,5.05,4.03,0.29,0.63,1.48,14.34,11.01,1.0,0.0,0.0,0.0,4.0407086334910165,0.0207186122801118,,0.0,3500,0.0
206148445,3,3844,4.9,8.61,0.5,0.87,3.34,14.58,,1.0,0.0,0.0,0.0,8.521463427657219,0.0530992203732207,,0.0,3800,0.0
206148467,3,6007,4.32,3.29,0.26,0.62,1.32,12.62,4.14,1.0,0.0,0.0,0.0,3.306604484395476,0.0408857591417155,,0.0,6000,0.0
206158590,3,6206,4.22,3.25,0.26,0.49,0.64,12.81,,1.0,0.0,0.0,0.0,3.1847897171753394,0.007208507724579,,0.0,6200,0.0
206162361,3,4607,4.64,7.68,0.45,0.88,1.71,10.98,,1.0,0.0,0.0,0.0,7.586697899438164,0.0272495804988731,,0.0,4600,0.0
206164848,3,3725,4.95,2.14,0.23,0.73,1.61,14.93,10.45,1.0,0.0,0.0,0.0,2.1401483054478505,0.0343912166498699,,0.0,3700,0.0
206165965,3,3757,4.93,2.2,0.23,0.68,0.83,14.96,,1.0,0.0,0.0,0.0,2.2084963452429154,0.0491374261047808,,0.0,3800,0.0
206167619,3,5985,4.34,5.97,0.36,0.71,1.47,12.88,,1.0,0.0,0.0,0.0,6.005610372092589,0.0190487929688679,,0.0,6000,0.0
206173775,3,5896,4.24,8.39,0.49,0.32,0.18,12.86,,1.0,0.0,0.0,0.0,8.316531977980238,0.0057721360629856,,0.0,5900,0.0
206175620,3,5835,4.36,1.42,0.21,0.4,0.27,9.8,,1.0,0.0,0.0,0.0,1.4314384646723448,0.0056581844598038,,0.0,5800,0.0
206177652,3,3786,4.93,7.24,0.43,0.87,2.26,15.06,7.54,1.0,0.0,0.0,0.0,7.42382403908826,0.0432717770338675,,0.0,3800,0.0
206186645,3,3422,5.1,8.43,0.49,0.84,2.27,16.48,10.16,1.0,0.0,0.0,0.0,8.316528446549706,0.0665812211375128,,0.0,3400,0.0
206192958,3,4127,4.78,4.22,0.29,0.52,2.36,14.89,,1.0,0.0,0.0,0.0,4.1875083003559,0.0493056252614768,,0.0,4100,0.0
206193328,3,4483,4.67,6.63,0.4,0.54,3.25,12.41,6.55,1.0,0.0,0.0,0.0,6.704196749408856,0.047698973028621,,0.0,4500,0.0
206194954,3,4106,4.84,2.57,0.24,0.82,5.2,13.42,7.07,1.0,0.0,0.0,0.0,2.569513427995433,0.0660314314931048,,0.0,4100,0.0
206201643,3,5896,4.3,8.77,0.51,0.37,0.5,12.26,3.95,1.0,0.0,0.0,0.0,9.201720252172729,0.0134966174504634,,0.0,5900,0.0
206203908,3,5103,4.57,6.09,0.37,0.54,3.83,12.97,,1.0,0.0,0.0,0.0,6.221720500461978,0.07004956365893,,0.0,5100,0.0
206208956,3,5888,4.23,5.26,0.33,0.79,1.07,12.61,,1.0,1.0,4.008808903721662,0.0123097836971283,5.354657704718262,0.0349851550110471,42.0,0.35185734330007395,5900,1100.0
206212262,3,4310,4.86,3.25,0.26,0.75,2.97,14.32,6.29,1.0,0.0,0.0,0.0,3.2445604068652907,0.0328395539469386,,0.0,4300,0.0
206215818,3,3589,5.01,1.75,0.22,0.78,1.29,16.08,8.76,1.0,0.0,0.0,0.0,1.7413924411301187,0.0470092177233841,,0.0,3600,0.0
206218258,3,4147,4.84,2.11,0.23,0.57,2.05,10.97,3.57,1.0,0.0,0.0,0.0,2.1011393870118384,0.0225158794197158,,0.0,4100,0.0
206223835,3,5960,4.4,8.6,0.5,0.32,0.65,11.54,3.02,1.0,0.0,0.0,0.0,8.736756749196728,0.0069596203891429,,0.0,6000,0.0
206226010,3,6113,4.24,5.31,0.34,0.58,1.96,12.96,3.81,1.0,0.0,0.0,0.0,5.35464537746243,0.0343987162729926,,0.0,6100,0.0
206228324,3,3500,5.03,2.58,0.24,0.61,1.49,16.16,10.77,1.0,0.0,0.0,0.0,2.5695117633334297,0.0272788373449788,,0.0,3500,0.0
206233331,3,3823,4.97,5.45,0.34,0.59,2.93,12.65,7.2,1.0,0.0,0.0,0.0,5.438868248218245,0.0216036457972804,,0.0,3800,0.0
206235797,3,6075,4.34,9.46,0.56,0.58,1.57,13.52,3.87,1.0,0.0,0.0,0.0,9.718949138181872,0.0187375244853789,,0.0,6100,0.0
206235886,3,3846,4.9,5.53,0.35,0.92,1.71,14.37,,1.0,0.0,0.0,0.0,5.525780405519125,0.0564061433542653,,0.0,3800,0.0
206235912,3,5915,4.3,6.02,0.37,0.88,0.54,14.55,4.15,1.0,0.0,0.0,0.0,6.0056086015187615,0.0069430012455034,,0.0,5900,0.0
206250020,3,3686,4.99,1.75,0.22,0.89,2.59,14.09,10.68,1.0,0.0,0.0,0.0,1.7413922919780185,0.0463775694997745,,0.0,3700,0.0
206253463,3,4677,4.65,6.74,0.4,0.59,5.77,14.03,6.75,1.0,0.0,0.0,0.0,6.836738425706508,0.0660283011402709,,0.0,4700,0.0
206257183,3,3720,4.99,6.04,0.37,0.83,2.14,16.67,,1.0,0.0,0.0,0.0,6.005611018423457,0.0501222925126731,,0.0,3700,0.0
206260321,3,4015,4.82,5.11,0.33,0.85,6.03,15.05,,1.0,0.0,0.0,0.0,5.1938055126566,0.0946840201485069,,0.0,4000,0.0
206263491,3,5962,4.29,8.65,0.51,0.6,0.78,13.77,3.29,1.0,0.0,0.0,0.0,8.521466800848842,0.0116304041847561,,0.0,6000,0.0
206268520,3,3967,4.84,4.06,0.29,0.36,1.19,14.82,,1.0,0.0,0.0,0.0,4.137412165114851,0.0486639858596664,,0.0,4000,0.0
206268700,3,5570,4.47,2.18,0.23,0.95,0.87,13.17,,1.0,0.0,0.0,0.0,2.1806373458442763,0.0316510231144581,,0.0,5600,0.0
206271852,3,5796,4.35,4.29,0.3,0.74,2.25,12.2,2.01,1.0,0.0,0.0,0.0,4.291436763202921,0.0463661738545096,,0.0,5800,0.0
206274460,3,6246,4.24,6.5,0.39,0.33,0.04,11.16,1.78,1.0,0.0,0.0,0.0,6.576689966869905,0.0014284642712514,,0.0,6200,0.0
206276360,3,4991,4.6,6.04,0.37,0.66,8.49,13.73,5.35,1.0,0.0,0.0,0.0,5.903086422438985,0.0859118830850061,,0.0,5000,0.0
206279654,3,3401,5.12,3.34,0.26,0.79,1.3,16.85,11.5,1.0,0.0,0.0,0.0,3.3385283779956403,0.0157092497075931,,0.0,3400,0.0
206280416,3,4350,4.76,2.11,0.23,0.89,4.86,14.34,5.84,1.0,0.0,0.0,0.0,2.10113902204071,0.0519278126767399,,0.0,4400,0.0
206280767,3,5601,4.41,9.39,0.55,0.45,0.41,13.15,5.03,1.0,0.0,0.0,0.0,9.718948709885428,0.0092550403617782,,0.0,5600,0.0
206281405,3,5301,4.56,7.88,0.46,0.52,1.45,9.0,5.26,1.0,0.0,0.0,0.0,7.9348688282966675,0.0218265447350688,,0.0,5300,0.0
206285231,3,3710,4.96,5.44,0.34,0.72,4.52,15.33,,1.0,0.0,0.0,0.0,5.43886684401958,0.0704555244457667,,0.0,3700,0.0
206292370,3,4112,4.78,5.52,0.35,0.79,4.8,16.25,5.46,1.0,0.0,0.0,0.0,5.525774529489489,0.0929945112691726,,0.0,4100,0.0
206307482,3,4961,4.59,8.5,0.5,0.9,1.33,11.38,6.4,1.0,0.0,0.0,0.0,8.521467035005907,0.0139298033207966,,0.0,5000,0.0
206311743,3,5036,4.58,9.54,0.57,0.73,6.46,12.92,,1.0,1.0,4.689484324439968,0.0430367469787597,9.718948784216414,0.0675662336605019,42.0,0.6369564299677438,5000,2000.0
206319151,3,5618,4.49,7.63,0.45,0.48,1.28,13.28,3.98,1.0,0.0,0.0,0.0,7.586695612894728,0.0174640217240664,,0.0,5600,0.0
206325179,3,5899,4.3,4.65,0.31,0.47,1.15,11.77,,1.0,0.0,0.0,0.0,4.699697029874434,0.0122044317236083,,0.0,5900,0.0
206326420,3,3282,5.13,5.51,0.34,0.65,1.98,16.55,,1.0,0.0,0.0,0.0,5.52577757623768,0.0341941964787658,,0.0,3300,0.0
206332107,3,3658,5.02,6.64,0.4,0.67,5.04,18.38,,1.0,0.0,0.0,0.0,6.576694480012184,0.0414545073110459,,0.0,3700,0.0
206346614,3,5356,4.5,7.37,0.43,0.56,0.14,12.84,5.06,1.0,0.0,0.0,0.0,7.586695849926046,0.0042348358251864,,0.0,5400,0.0
206354194,3,3820,4.9,2.82,0.25,0.87,2.71,16.05,7.64,1.0,0.0,0.0,0.0,2.8210532515540847,0.0311528193995691,,0.0,3800,0.0
206355330,3,5736,4.42,6.1,0.37,0.87,1.37,12.1,4.95,1.0,0.0,0.0,0.0,6.111744897111834,0.0240695586347169,,0.0,5700,0.0
206356750,3,4194,4.75,2.41,0.24,0.9,2.83,15.13,,1.0,0.0,0.0,0.0,2.425344407642812,0.0528634053831827,,0.0,4200,0.0
206357842,3,5456,4.51,7.9,0.46,0.66,0.97,11.3,5.27,1.0,0.0,0.0,0.0,8.121216430537988,0.0167047797156318,,0.0,5500,0.0
206366499,3,3785,4.91,1.82,0.22,0.66,3.67,15.38,,1.0,0.0,0.0,0.0,1.83373770228591,0.057782851060827,,0.0,3800,0.0
206380050,3,5828,4.34,9.18,0.54,0.46,0.89,11.68,3.32,1.0,0.0,0.0,0.0,8.963212016809901,0.0092418518734924,,0.0,5800,0.0
206380678,3,5220,4.54,4.71,0.31,0.75,0.87,13.57,4.18,1.0,0.0,0.0,0.0,4.764445624456388,0.0124190292780843,,0.0,5200,0.0
206386472,3,3898,4.87,9.63,0.57,0.83,4.26,15.0,7.65,1.0,0.0,0.0,0.0,9.718949211036048,0.0477111250253543,,0.0,3900,0.0
206394503,3,5105,4.59,7.1,0.42,0.87,2.18,11.79,5.33,1.0,1.0,3.324966752961928,0.007036131620407,7.118195285763719,0.0221335025764273,42.0,0.3178950821773977,5100,1900.0
206396000,3,4744,4.63,1.96,0.22,0.83,9.66,13.69,,1.0,0.0,0.0,0.0,1.947326801265069,0.1149248962839336,,0.0,4700,0.0
206407801,3,3987,4.84,5.19,0.33,0.49,1.18,16.97,7.61,1.0,0.0,0.0,0.0,5.273002333269898,0.0158697191299038,,0.0,4000,0.0
206412289,3,3966,4.82,3.25,0.26,0.61,5.86,14.61,5.39,1.0,0.0,0.0,0.0,3.305949630411959,0.0679742800339157,,0.0,4000,0.0
206422510,3,4255,4.75,1.48,0.21,0.63,4.18,15.84,6.81,1.0,0.0,0.0,0.0,1.486827930729215,0.0522800142025027,,0.0,4300,0.0
206433205,3,4091,4.79,7.77,0.45,0.85,3.67,15.06,,1.0,0.0,0.0,0.0,7.756876711848514,0.055622454155738,,0.0,4100,0.0
206438209,3,4063,4.82,4.62,0.31,0.66,3.54,13.27,,1.0,0.0,0.0,0.0,4.636688529796914,0.0500529443889979,,0.0,4100,0.0
206467305,3,4535,4.62,9.91,0.59,0.71,2.67,13.5,8.02,1.0,0.0,0.0,0.0,9.718948864348874,0.0477203345292464,,0.0,4500,0.0
206474395,3,4135,4.79,2.18,0.23,0.65,8.46,15.85,6.56,1.0,0.0,0.0,0.0,2.194477573998331,0.1177936937753347,,0.0,4100,0.0
206476423,3,3750,4.93,1.29,0.21,0.63,1.67,15.63,,1.0,0.0,0.0,0.0,1.287537799642483,0.0484479843449029,,0.0,3800,0.0
206478475,3,3807,4.89,6.35,0.38,0.74,1.93,14.98,,1.0,0.0,0.0,0.0,6.453947222593352,0.0315801129103429,,0.0,3800,0.0
206480132,3,5433,4.52,9.28,0.55,0.85,4.24,11.55,4.85,1.0,1.0,4.683449357262101,0.0123875349760054,9.201718029783436,0.0419878249269455,42.0,0.29502683212475134,5400,1600.0
206486362,3,4206,4.76,3.65,0.27,0.84,5.33,14.44,5.63,1.0,0.0,0.0,0.0,3.6952868916597232,0.0537717310531441,,0.0,4200,0.0
206486439,3,5616,4.47,8.7,0.51,0.41,1.28,13.55,3.96,1.0,0.0,0.0,0.0,9.453264091741527,0.0325153747737416,,0.0,5600,0.0
206489568,3,3856,4.88,1.35,0.21,0.84,1.58,14.72,9.17,1.0,0.0,0.0,0.0,1.3530275806355834,0.0496632157467983,,0.0,3900,0.0
206490871,3,4218,4.75,9.93,0.59,0.69,1.49,15.45,7.14,1.0,0.0,0.0,0.0,10.0,0.026730568580091,,0.0,4200,0.0
206495298,3,4139,4.77,6.46,0.39,0.66,3.95,15.4,,1.0,0.0,0.0,0.0,6.3357042534596655,0.0608659884151315,,0.0,4100,0.0
206500801,3,5617,4.49,8.92,0.52,0.43,0.73,12.19,2.56,1.0,1.0,10.0,0.01006880402565,4.575336419797121,0.0218555881272372,42.0,0.4606970065061715,5600,1400.0
206521886,3,6067,4.39,5.09,0.33,0.71,0.88,10.36,3.9,1.0,1.0,2.5778832933721265,0.0052461981773377,5.042340054456244,0.0098818752369231,42.0,0.5308909545564349,6100,900.0
206523282,3,4192,4.77,7.86,0.46,0.38,0.49,15.23,,1.0,0.0,0.0,0.0,7.934867008419842,0.0090481634843321,,0.0,4200,0.0
206527199,3,3627,4.99,4.21,0.29,0.37,2.89,15.88,,1.0,0.0,0.0,0.0,4.187506464841705,0.0620985246740537,,0.0,3600,0.0
206531534,3,4876,4.6,5.56,0.35,0.57,3.03,12.72,4.01,1.0,0.0,0.0,0.0,5.5257798659971,0.0349588854997474,,0.0,4900,0.0
