EPIC,Campaign,Teff,log g,Prot,ΔProt,hpeak,Rvar,Kp,MG,N_EVEREST,N_TESS_SPOC,Period_TESS,Amplitude_TESS,Period_K2,Amplitude_K2,Sector
212592503,17,4087,4.81,1.6,0.21,0.75,6.28,15.55,,1.0,0.0,0.0,0.0,1.5968837678450483,0.0682838377490752,
212628098,17,4442,4.69,4.03,0.29,0.61,6.33,13.26,,2.0,1.0,4.079441937351916,0.055991107225418,4.109770747909731,0.07936381509986667,46.0
212644966,17,4121,4.98,3.58,0.27,0.84,2.07,12.75,,1.0,0.0,0.0,0.0,3.5675124930601165,0.02757294331949456,
212654948,17,4091,4.81,4.64,0.31,0.41,1.72,16.97,,2.0,0.0,0.0,0.0,78.9076906632472,0.021162909698350107,
212670026,17,4240,4.73,1.48,0.21,0.7,7.67,17.34,,1.0,0.0,0.0,0.0,1.4838355710204285,0.08353306654852866,
212690553,17,4403,4.86,1.95,0.22,0.36,5.19,17.44,,1.0,0.0,0.0,0.0,1.9272807209634415,0.05362814950698369,
212696716,17,4472,4.67,3.94,0.28,0.64,4.24,9.09,,1.0,0.0,0.0,0.0,3.8993741162639073,0.04263586267774122,
212709975,17,4151,4.77,6.19,0.37,0.91,4.49,13.61,7.07,2.0,0.0,0.0,0.0,56.36255945370587,0.023629946332328844,
212721552,17,4273,4.78,9.42,0.56,0.82,8.27,11.73,5.57,2.0,0.0,0.0,0.0,10.116354727637932,0.06856532337915,
212725291,17,4010,4.88,6.5,0.39,0.87,6.7,11.94,,2.0,0.0,0.0,0.0,6.467841567336721,0.07419877143727693,
212789427,17,4123,4.8,1.74,0.22,0.52,2.5,16.49,,1.0,0.0,0.0,0.0,55.8909740999176,0.07768964980428095,
212805198,17,4144,4.77,3.34,0.26,0.34,1.56,14.42,5.46,2.0,0.0,0.0,0.0,49.31725271228515,0.008929753183525846,
212818822,17,4032,4.85,6.74,0.4,0.62,0.83,16.3,,1.0,0.0,0.0,0.0,167.67297773891187,0.05170065474303287,
212820001,17,4205,4.76,2.34,0.23,0.82,2.26,13.81,,2.0,0.0,0.0,0.0,1.1604073069158725,0.015199692768033457,
212825546,17,4386,4.76,3.65,0.27,0.6,2.87,17.53,,1.0,0.0,0.0,0.0,167.67326220280665,0.07984672094908041,
212833538,17,4125,4.78,4.39,0.3,0.84,2.95,16.04,,1.0,0.0,0.0,0.0,167.67317015321166,0.06593753570690442,
251515776,17,4381,4.83,2.27,0.23,0.5,4.24,17.76,,1.0,0.0,0.0,0.0,83.8361951234765,0.0925074453947905,
251548925,17,4051,4.92,1.98,0.22,0.68,2.72,13.81,,1.0,1.0,1.9523148949829188,0.08354098200798044,1.961082100155266,0.030294149070430598,46.0
251569075,17,4291,4.73,3.1,0.26,0.91,4.53,13.97,,1.0,2.0,3.117240735667906,0.028578341007232666,3.1050510066968315,0.04356419248241983,23.0
251578184,17,4157,4.78,2.12,0.23,0.62,1.27,14.33,,1.0,1.0,18.5716664634195,0.019937634468078613,167.6724873909552,0.03678569117159691,23.0
251586675,17,4413,4.84,2.51,0.24,0.42,7.51,17.51,,1.0,0.0,0.0,0.0,2.5025785998573764,0.06549782765398826,
251609077,17,4140,4.83,1.18,0.2,0.32,3.58,18.43,,1.0,0.0,0.0,0.0,1.1891667647922992,0.03621020227207039,
211372867,18,4312,4.73,1.76,0.22,0.32,7.42,15.45,,1.0,0.0,0.0,0.0,0.8645343719388396,0.18311609364705017,
211393067,18,4370,4.74,4.95,0.32,0.81,5.33,16.4,6.33,2.0,0.0,0.0,0.0,4.858522004071418,0.07586479843049865,
211397837,18,4269,4.75,7.59,0.44,0.68,3.85,16.85,,2.0,0.0,0.0,0.0,124.70204233676974,0.07367867316765109,
211413463,18,4226,4.77,7.56,0.44,0.42,1.31,17.3,,2.0,0.0,0.0,0.0,93.52645952443709,0.018233087815253346,
211418347,18,4169,4.78,7.02,0.41,0.36,6.44,18.18,,3.0,0.0,0.0,0.0,374.10609467478935,0.18088421192014525,
211481191,18,4165,4.83,2.58,0.24,0.37,4.88,16.9,8.26,2.0,0.0,0.0,0.0,124.7020938662657,0.1253825262905206,
211491461,18,4014,4.83,3.7,0.28,0.41,1.56,16.94,,3.0,0.0,0.0,0.0,187.0528946406557,0.01101289441157971,
211589755,18,4058,4.8,4.73,0.31,0.96,3.62,10.68,,3.0,0.0,0.0,0.0,4.676328028428543,0.054176778707083706,
211690734,18,4371,4.7,1.78,0.22,0.65,9.45,13.32,6.99,2.0,0.0,0.0,0.0,1.7563641021173544,0.1132003701242914,
211838068,18,4029,4.83,9.31,0.55,0.71,0.62,15.02,8.23,3.0,3.0,10.029924253523177,0.0629937142133713,18.70527888313518,0.0360946185457911,44.0
211910548,18,4149,4.78,2.15,0.23,0.7,1.38,16.79,,3.0,0.0,0.0,0.0,374.1056754108285,0.0896253089027993,
211934219,18,4020,4.85,3.61,0.27,0.76,6.17,18.18,,2.0,0.0,0.0,0.0,374.1058652923675,0.0811683022923928,
211953263,18,4025,4.81,1.8,0.22,0.55,4.13,15.23,,2.0,2.0,1.7961972066415177,0.07091379165649403,124.7018442537713,0.05716645189947267,44.0
211961435,18,4273,4.77,7.21,0.42,0.89,5.18,15.57,,1.0,0.0,0.0,0.0,7.262035849321236,0.05787922673082102,
211975518,18,4002,4.85,3.96,0.29,0.83,2.39,15.03,8.29,2.0,3.0,3.8836711643608077,0.07787322103977212,3.97984703997165,0.05348076795162193,44.0
212009427,18,4109,4.78,1.53,0.21,0.46,5.75,14.07,5.82,3.0,3.0,1.561572127650468,0.03414318561553964,124.70181706264461,0.074045727144883,44.0
212019656,18,4106,4.78,1.81,0.22,0.58,4.48,14.88,8.05,2.0,3.0,1.823727846292927,0.06406784057617188,1.8338508382479561,0.03894224085129705,44.0
212035632,18,4050,4.8,3.23,0.26,0.84,4.77,15.22,,1.0,0.0,0.0,0.0,3.21736407150097,0.06024523478692534,
212106975,18,4030,4.79,1.49,0.21,0.52,7.08,16.78,,1.0,0.0,0.0,0.0,0.7542198847163666,0.17561979172952125,
212129124,18,4153,4.78,6.7,0.4,0.56,2.77,16.01,10.05,2.0,3.0,4.815195749304439,0.14608315229415902,6.801921557391656,0.04217072615551243,44.0
212153547,18,4223,4.79,2.0,0.22,0.8,3.71,15.25,,1.0,0.0,0.0,0.0,1.9857154312941818,0.03990789780670778,
